"demand_id","zone_name","time_scena","mta_norm","taxi_norm","mobility_i","x_32118","y_32118"
"TZ_177","Ocean Hill","evening_peak","0.795562053887000","0.129671545304000","0.462616799596000","307301.951660000020638","56634.351676300000690"
"TZ_178","Ocean Parkway South","evening_peak","0.646912085809000","0.000000000000000","0.323456042905000","302511.049293000018224","50042.823737699996855"
"TZ_181","Park Slope","evening_peak","0.903121994327000","0.568665446798000","0.735893720562000","301571.474598000000697","55934.650559599998815"
"TZ_188","Prospect-Lefferts Gardens","evening_peak","0.847226644661000","0.269266811776000","0.558246728219000","304444.718576000013854","54644.415349800001422"
"TZ_189","Prospect Heights","evening_peak","0.732812683865000","0.384990602610000","0.558901643237000","302740.344900999974925","56741.347357999999076"
"TZ_190","Prospect Park","evening_peak","0.665140780331000","0.037865635224500","0.351503207778000","302628.773891000018921","54963.032912900001975"
"TZ_195","Red Hook","evening_peak","0.000000000000000","0.296140210299000","0.148070105150000","299223.997285999997985","56509.158533200003149"
"TZ_210","Sheepshead Bay","evening_peak","0.754728037175000","0.348130446027000","0.551429241601000","305036.194302999996580","47235.617356499999005"
"TZ_217","South Williamsburg","evening_peak","0.802186170738000","0.060753826842000","0.431469998790000","303498.998324999993201","59660.128476500001852"
"TZ_222","Starrett City","evening_peak","0.000000000000000","0.025752347383300","0.012876173691600","309945.748908000008669","53404.054851399996551"
"TZ_225","Stuyvesant Heights","evening_peak","0.767821702391000","0.301245272810000","0.534533487601000","305757.551162999996450","57912.715271799999755"
"TZ_227","Sunset Park East","evening_peak","0.799682604717000","0.049521707216200","0.424602155966000","299606.440994000004139","52770.993334200000390"
"TZ_228","Sunset Park West","evening_peak","0.894772677038000","0.185981421376000","0.540377049207000","299046.585090000007767","53933.489885000002687"
"TZ_255","Williamsburg (North Side)","evening_peak","0.858928021358000","0.193248797853000","0.526088409606000","303597.806447000009939","61313.395992600002501"
"TZ_256","Williamsburg (South Side)","evening_peak","0.775899166634000","0.163093229758000","0.469496198196000","303388.126395999977831","60433.365423000002920"
"TZ_257","Windsor Terrace","evening_peak","0.740785387632000","0.092189335641000","0.416487361636000","301862.143226000014693","54073.303528500000539"
