"candidate_id","candidate_name","candidate_type","candidate_source","longitude","latitude","safe_z12","safe_z123","x_32118","y_32118"
"SCH_0215","P.S. 233 Langston Hughes","school","NYC_School_Points","-73.914282000000000","40.651642000000002","1","1","307249.862400002777576","53856.977499999105930"
"SCH_0216","P.S. 235 Janice Marie Knight School","school","NYC_School_Points","-73.940922000000000","40.655337000000003","1","1","304996.464400000870228","54265.434999998658895"
"SCH_0217","P.S. 244 Richard R. Green","school","NYC_School_Points","-73.925591999999995","40.647851000000003","1","1","306293.658399999141693","53435.123399998992682"
"SCH_0218","P.S. 268 Emma Lazarus","school","NYC_School_Points","-73.927560000000000","40.657420999999999","1","1","306126.323399998247623","54497.705800000578165"
"SCH_0219","P.S. 272 Curtis Estabrook","school","NYC_School_Points","-73.886373000000006","40.635542000000001","0","0","309612.629699997603893","52071.805599998682737"
"SCH_0220","P.S. 276 Louis Marshall","school","NYC_School_Points","-73.908435999999995","40.634005000000002","0","0","307746.344400003552437","51898.940299998968840"
"SCH_0221","P.S. 279 Herman Schreiber","school","NYC_School_Points","-73.892797000000002","40.644134000000001","0","0","309068.010999999940395","53025.236600000411272"
"SCH_0222","I.S. 285 Meyer Levin","school","NYC_School_Points","-73.920783999999998","40.647818000000001","1","1","306700.329199999570847","53431.815299998968840"
"SCH_0223","The Science And Medicine Middle School","school","NYC_School_Points","-73.891743000000005","40.647396000000001","0","0","309156.717100001871586","53387.581900000572205"
"SCH_0224","It Takes a Village Academy","school","NYC_School_Points","-73.922212000000002","40.647728000000001","1","1","306579.555699996650219","53421.712900001555681"
"SCH_0225","Brooklyn Community High School for Excellence and","school","NYC_School_Points","-73.916927000000001","40.634450999999999","1","0","307027.967600002884865","51947.751299999654293"
"SCH_0230","The Middle School of Media, Law and Fine Arts","school","NYC_School_Points","-73.928743999999995","40.659087999999997","1","1","306026.042700000107288","54682.739500001072884"
"SCH_0231","Middle School for Art and Philosophy","school","NYC_School_Points","-73.919818000000006","40.657711999999997","1","1","306781.029299996793270","54530.590900000184774"
"SCH_0232","High School for Innovation in Advertising and Medi","school","NYC_School_Points","-73.898600999999999","40.640543000000001","1","1","308577.534699998795986","52625.882100000977516"
"SCH_0235","Olympus Academy","school","NYC_School_Points","-73.898606999999998","40.645964999999997","1","1","308576.330300003290176","53227.978700000792742"
"SCH_0238","East Brooklyn Community High School","school","NYC_School_Points","-73.920658000000003","40.659914000000001","1","1","306709.769900001585484","54775.052400000393391"
"SCH_0241","P.S. 007 Abraham Lincoln","school","NYC_School_Points","-73.872983000000005","40.689213000000002","1","1","310736.741400003433228","58033.379999998956919"
"SCH_0242","P.S. 013 Roberto Clemente","school","NYC_School_Points","-73.893327999999997","40.664067000000003","1","1","309020.400300003588200","55238.685699999332428"
"SCH_0243","P.S. 065","school","NYC_School_Points","-73.878353000000004","40.686534000000002","1","1","310283.234099999070168","57735.239199999719858"
"SCH_0244","P.S. 089 Cypress Hills","school","NYC_School_Points","-73.886712000000003","40.677706999999998","1","1","309577.895900003612041","56754.074799999594688"
"SCH_0245","P.S. 108 Sal Abbracciamento","school","NYC_School_Points","-73.884348000000003","40.681294999999999","1","1","309777.230800002813339","57152.774399999529123"
"SCH_0246","P.S. 149 Danny Kaye","school","NYC_School_Points","-73.892759999999996","40.669361000000002","1","1","309067.711199998855591","55826.629099998623133"
"SCH_0247","P.S. 158 Warwick","school","NYC_School_Points","-73.885214000000005","40.672590000000000","1","1","309705.286700002849102","56186.009799998253584"
"SCH_0248","P.S. 159 Isaac Pitkin","school","NYC_School_Points","-73.869704999999996","40.676110999999999","1","1","311015.991300001740456","56578.842099998146296"
"SCH_0249","I.S. 171 Abraham Lincoln","school","NYC_School_Points","-73.869433999999998","40.685851999999997","1","1","311037.290799997746944","57660.590100001543760"
"SCH_0250","P.S. 190 Sheffield","school","NYC_School_Points","-73.894876999999994","40.662242999999997","1","1","308889.658600002527237","55035.977000001817942"
"SCH_0251","P.S. 202 Ernest S. Jenkyns","school","NYC_School_Points","-73.876084000000006","40.665816999999997","1","1","310478.292300000786781","55434.937699999660254"
"SCH_0252","P.S. 213 New Lots","school","NYC_School_Points","-73.889967999999996","40.659844999999997","1","1","309305.113600000739098","54770.195500001311302"
"SCH_0253","P.S. 214 Michael Friedsam","school","NYC_School_Points","-73.862960999999999","40.675880999999997","1","1","311586.206399999558926","56554.171300001442432"
"SCH_0254","J.H.S. 218 James P. Sinnott","school","NYC_School_Points","-73.874537000000004","40.670020000000001","1","1","310608.435999996960163","55901.855900000780821"
"SCH_0255","P.S. 224 Hale A. Woodruff","school","NYC_School_Points","-73.866541999999995","40.664143000000003","1","0","311285.433600001037121","55250.229800000786781"
"SCH_0256","P.S. 273 Wortman","school","NYC_School_Points","-73.879276000000004","40.658499999999997","1","1","310209.501100003719330","54622.027800001204014"
"SCH_0257","P.S. 290 Juan Morel Campos","school","NYC_School_Points","-73.889375000000001","40.678182000000000","1","1","309352.689900003373623","56806.534600000828505"
"SCH_0258","J.H.S. 292 Margaret S. Douglas","school","NYC_School_Points","-73.893319000000005","40.671601000000003","1","1","309020.142499998211861","56075.317600000649691"
"SCH_0259","P.S. 306 Ethan Allen","school","NYC_School_Points","-73.886619999999994","40.655340000000002","1","1","309588.888700000941753","54270.288699999451637"
"SCH_0260","The Fresh Creek School","school","NYC_School_Points","-73.893293999999997","40.653368000000000","0","0","309024.722599998116493","54050.594599999487400"
"SCH_0261","P.S. 328 Phyllis Wheatley","school","NYC_School_Points","-73.898249000000007","40.667985000000002","1","1","308603.770999997854233","55673.274300001561642"
"SCH_0262","P.S. 345 Patrolman Robert Bolden","school","NYC_School_Points","-73.879885999999999","40.676206999999998","1","1","310155.218500003218651","56588.272399999201298"
"SCH_0263","P.S. 346 Abe Stark","school","NYC_School_Points","-73.881996999999998","40.646639999999998","1","1","309981.166000001132488","53304.694899998605251"
"SCH_0264","Academy for Young Writers","school","NYC_School_Points","-73.874064000000004","40.657266000000000","1","1","310650.465800002217293","54485.616099998354912"
"SCH_0265","East New York Family Academy","school","NYC_School_Points","-73.886668000000000","40.661102000000000","1","1","309584.001400001347065","54910.137600000947714"
"SCH_0268","FDNY - Captain Vernon A. Richard High School for F","school","NYC_School_Points","-73.895122000000001","40.666868000000001","1","1","308868.325800001621246","55549.546100001782179"
"SCH_0271","Brooklyn Gardens Elementary School","school","NYC_School_Points","-73.897604000000001","40.665446000000003","1","1","308658.639200001955032","55391.388500001281500"
"SCH_0272","Multicultural High School","school","NYC_School_Points","-73.869304999999997","40.693002000000000","1","1","311047.010999999940395","58454.596900001168251"
"SCH_0273","Transit Tech Career and Technical Education High S","school","NYC_School_Points","-73.875327999999996","40.678780000000003","1","1","310540.169900000095367","56874.535999998450279"
"SCH_0276","Van Siclen Community Middle School","school","NYC_School_Points","-73.885704000000004","40.659934000000000","1","1","309665.690899997949600","54780.540399998426437"
"SCH_0278","W. H. Maxwell Career and Technical Education High","school","NYC_School_Points","-73.895976000000005","40.673766000000001","1","1","308795.204199999570847","56315.465199999511242"
"SCH_0279","Vista Academy","school","NYC_School_Points","-73.884210999999993","40.677112000000001","1","1","309789.426600001752377","56688.278000000864267"
"SCH_0282","East New York Elementary School of Excellence","school","NYC_School_Points","-73.879131000000001","40.669358000000003","1","1","310220.099699996411800","55827.796399999409914"
"SCH_0288","M.S. 935","school","NYC_School_Points","-73.875152000000000","40.680655000000002","1","1","310554.752599999308586","57082.771200001239777"
"SCH_0292","P.S./I.S. 30 Mary White Ovington","school","NYC_School_Points","-74.023949999999999","40.633597999999999","1","1","297973.963299997150898","51849.973000001162291"
"SCH_0293","P.S. 048 Mapleton","school","NYC_School_Points","-73.987165000000005","40.621481000000003","1","1","301086.153999999165535","50504.219500001519918"
"SCH_0294","J.H.S. 062 Ditmas","school","NYC_School_Points","-73.971153000000001","40.638086999999999","1","1","302440.400300003588200","52348.587900001555681"
"SCH_0295","P.S. 69 Vincent D. Grippo School","school","NYC_School_Points","-74.009752000000006","40.632392000000003","1","1","299175.092500001192093","51715.819200001657009"
"SCH_0296","P.S. 102 The Bayview","school","NYC_School_Points","-74.028757999999996","40.634318000000000","1","1","297567.235100001096725","51930.049300000071526"
"SCH_0297","P.S./I.S. 104 The Fort Hamilton School","school","NYC_School_Points","-74.028492000000000","40.618077000000000","1","1","297589.151699997484684","50126.528599999845028"
"SCH_0298","P.S. 105 The Blythebourne","school","NYC_School_Points","-74.003635000000003","40.633319999999998","1","1","299692.601400002837181","51818.831300001591444"
"SCH_0299","P.S. 112 Lefferts Park","school","NYC_School_Points","-74.000564999999995","40.619416999999999","1","1","299952.313100002706051","50274.939300000667572"
"SCH_0300","P.S. 127 McKinley Park","school","NYC_School_Points","-74.018428999999998","40.623686999999997","1","1","298440.805699996650219","50749.273499999195337"
"SCH_0301","P.S. 160 William T. Sampson","school","NYC_School_Points","-73.999044999999995","40.636932000000002","1","1","300080.910499997437000","52219.927299998700619"
"SCH_0302","P.S. 163 Bath Beach","school","NYC_School_Points","-74.007469000000000","40.606738999999997","1","1","299367.993699997663498","48867.114900000393391"
"SCH_0303","P.S. 164 Caesar Rodney","school","NYC_School_Points","-73.985738999999995","40.637101000000001","1","1","301206.532499998807907","52238.791900001466274"
"SCH_0304","Ralph A. Fabrizio School","school","NYC_School_Points","-74.018719000000004","40.630372999999999","1","1","298416.426899999380112","51491.738600000739098"
"SCH_0305","P.S. 176 Ovington","school","NYC_School_Points","-74.005205000000004","40.624834999999997","1","1","299559.723600000143051","50876.604400001466274"
"SCH_0306","P.S. 179 Kensington","school","NYC_School_Points","-73.977260000000001","40.640127000000000","1","1","301923.726999998092651","52574.971900001168251"
"SCH_0307","The SEEALL Academy","school","NYC_School_Points","-73.989249999999998","40.626454000000003","1","1","300909.664200000464916","51056.432000000029802"
"SCH_0308","P.S. 185 Walter Kassenbrock","school","NYC_School_Points","-74.033428999999998","40.623598000000001","1","1","297171.620600000023842","50739.765999998897314"
"SCH_0309","P.S. 186 Dr. Irving A Gladstone","school","NYC_School_Points","-73.994258000000002","40.610917000000001","1","1","300486.057499997317791","49331.057199999690056"
"SCH_0310","The Christa McAuliffe School\I.S. 187","school","NYC_School_Points","-74.003883000000002","40.627929000000002","1","1","299671.594099998474121","51220.177799999713898"
"SCH_0311","P.S. 192 - The Magnet School for Math and Science","school","NYC_School_Points","-73.979540000000000","40.628799999999998","1","1","301731.152699999511242","51317.094500001519918"
"SCH_0312","P.S. 200 Benson School","school","NYC_School_Points","-74.001914999999997","40.602809000000001","1","1","299838.039099998772144","48430.676100000739098"
"SCH_0313","The Madeleine Brennan School","school","NYC_School_Points","-74.013749000000004","40.619042999999998","1","1","298836.709299996495247","50233.499000001698732"
"SCH_0314","P.S. 204 Vince Lombardi","school","NYC_School_Points","-74.006136999999995","40.613534999999999","1","1","299480.778499998152256","49621.779899999499321"
"SCH_0315","P.S. 205 Clarion","school","NYC_School_Points","-73.986791999999994","40.614736999999998","1","1","301117.828199997544289","49755.324200000613928"
"SCH_0316","J.H.S. 220 John J. Pershing","school","NYC_School_Points","-74.001249999999999","40.640996999999999","1","1","299894.384300000965595","52671.334100000560284"
"SCH_0317","J.H.S. 223 The Montauk","school","NYC_School_Points","-73.982423999999995","40.635100000000001","1","1","301487.009800001978874","52016.637800000607967"
"SCH_0318","J.H.S. 227 Edward B. Shallow","school","NYC_School_Points","-73.995960999999994","40.622101999999998","1","1","300341.878300003707409","50573.107900001108646"
"SCH_0319","P.S. 229 Dyker","school","NYC_School_Points","-74.013585000000006","40.610331000000002","1","1","298850.436599999666214","49266.057000000029802"
"SCH_0320","P.S. 247 Brooklyn","school","NYC_School_Points","-73.987195000000000","40.612247000000004","1","1","301083.765399999916553","49478.812600001692772"
"SCH_0321","J.H.S. 259 William McKinley","school","NYC_School_Points","-74.014633000000003","40.626089000000000","1","1","298762.037799999117851","51015.947500001639128"
"SCH_0322","P.S. 264 Bay Ridge Elementary School For The Arts","school","NYC_School_Points","-74.029443999999998","40.621025000000003","1","1","297508.704199999570847","50453.921300001442432"
"SCH_0323","The School For Future Leaders","school","NYC_School_Points","-74.007532999999995","40.632142999999999","1","1","299362.819899998605251","51688.149999998509884"
"SCH_0324","The Detective WenJian Liu School of Civics and Ent","school","NYC_School_Points","-74.000889999999998","40.627037999999999","1","1","299924.821000002324581","51121.228000000119209"
"SCH_0325","School of Technology, Arts, and Research","school","NYC_School_Points","-74.022073000000006","40.618628000000001","1","1","298132.337700001895428","50187.558600001037121"
"SCH_0326","Joanne Seminara School of Law and Medicine","school","NYC_School_Points","-74.025887999999995","40.637031000000000","1","1","297810.122100003063679","52231.244199998676777"
"SCH_0327","New Utrecht High School","school","NYC_School_Points","-74.002307999999999","40.613041000000003","1","1","299804.806000001728535","49566.907099999487400"
"SCH_0328","High School of Telecommunication Arts and Technolo","school","NYC_School_Points","-74.023419000000004","40.636721000000001","1","1","298018.978399999439716","52196.760800000280142"
"SCH_0329","Fort Hamilton High School","school","NYC_School_Points","-74.038103000000007","40.626826999999999","1","1","296776.299199998378754","51098.497999999672174"
"SCH_0330","P.S. 503: The School of Discovery","school","NYC_School_Points","-74.019299000000004","40.641950000000001","1","1","298367.640000000596046","52777.341099999845028"
"SCH_0331","Franklin Delano Roosevelt High School","school","NYC_School_Points","-73.982583000000005","40.621299000000000","1","1","301473.863499999046326","50484.075899999588728"
"SCH_0334","The Academy of Talented Scholars","school","NYC_School_Points","-73.986677999999998","40.606994000000000","1","1","301127.606100000441074","48895.490499999374151"
"SCH_0337","District 20 Pre-K Center","school","NYC_School_Points","-74.025734000000000","40.622039000000001","1","1","297822.660599999129772","50566.423999998718500"
"SCH_0338","MS 936 Arts Off 3rd","school","NYC_School_Points","-74.020747999999998","40.642913999999998","1","1","298245.096100002527237","52884.418499998748302"
"SCH_0340","School of Math, Science, and Healthy Living","school","NYC_School_Points","-74.020342999999997","40.639518000000002","1","1","298279.266500003635883","52507.294500000774860"
"SCH_0341","P.S. 90 Edna Cohen School","school","NYC_School_Points","-73.980386999999993","40.578192000000001","0","0","301660.749899998307228","45697.227400001138449"
"SCH_0342","P.S. 095 The Gravesend","school","NYC_School_Points","-73.974664000000004","40.595996000000000","1","1","302144.743100002408028","47674.423700001090765"
"SCH_0343","I.S. 096 Seth Low","school","NYC_School_Points","-73.984984999999995","40.608134999999997","1","1","301270.868500001728535","49022.217999998480082"
"SCH_0344","P.S. 97 The Highlawn","school","NYC_School_Points","-73.985569999999996","40.601191000000000","1","1","301221.485799998044968","48251.101399999111891"
"SCH_0345","I.S. 98 Bay Academy","school","NYC_School_Points","-73.954047000000003","40.583893000000003","0","0","303890.619300000369549","46331.137699998915195"
"SCH_0346","P.S. 099 Isaac Asimov","school","NYC_School_Points","-73.966031000000001","40.621473999999999","1","1","302874.405299998819828","50503.919900000095367"
"SCH_0347","P.S. 100 The Coney Island School","school","NYC_School_Points","-73.970830000000007","40.577590999999998","0","0","302469.961000002920628","45630.713799998164177"
"SCH_0348","P.S. 101 The Verrazano","school","NYC_School_Points","-73.991962000000001","40.597378999999997","0","0","300680.501900002360344","47827.722300000488758"
"SCH_0349","P.S. 121 Nelson A. Rockefeller","school","NYC_School_Points","-73.978471999999996","40.622670999999997","1","1","301821.678700000047684","50636.509500000625849"
"SCH_0350","P.S. 128 Bensonhurst","school","NYC_School_Points","-73.995084000000006","40.604979999999998","1","1","300416.191500000655651","48671.768399998545647"
"SCH_0351","P.S. 153 Homecrest","school","NYC_School_Points","-73.960026999999997","40.601179000000002","1","1","303383.461400002241135","48250.440099999308586"
"SCH_0352","P.S. 177 The Marlboro","school","NYC_School_Points","-73.974424999999997","40.608168999999997","1","1","302164.579199999570847","49026.200699999928474"
"SCH_0353","P.S. 188 Michael E. Berdy","school","NYC_School_Points","-74.000489000000002","40.576732999999997","0","0","299958.717399999499321","45535.024900000542402"
"SCH_0354","P.S. 199 Frederick Wachtel","school","NYC_School_Points","-73.963025999999999","40.616309999999999","1","1","303128.915100000798702","49930.576799999922514"
"SCH_0355","P.S. 209 Margaret Mead","school","NYC_School_Points","-73.961190999999999","40.586799999999997","0","0","303285.647100001573563","46653.657200001180172"
"SCH_0356","P.S. 212 Lady Deborah Moody","school","NYC_School_Points","-73.985367999999994","40.587612000000000","0","0","301238.835100002586842","46743.202599998563528"
"SCH_0357","P.S. 215 Morris H. Weiss","school","NYC_School_Points","-73.970170999999993","40.602722000000000","1","1","302524.808700002729893","48421.443100001662970"
"SCH_0358","P.S. 216 Arturo Toscanini","school","NYC_School_Points","-73.969646999999995","40.590000000000003","1","0","302569.648800000548363","47008.723499998450279"
"SCH_0359","P.S. K225 - The Eileen E. Zaglin","school","NYC_School_Points","-73.955855999999997","40.580260000000003","0","0","303737.667999997735023","45927.627199999988079"
"SCH_0360","P.S. 226 Alfred De B. Mason","school","NYC_School_Points","-73.977098999999995","40.615405000000003","1","1","301938.063900001347065","49829.672499999403954"
"SCH_0361","I.S. 228 David A. Boody","school","NYC_School_Points","-73.976800999999995","40.600659999999998","1","1","301963.715000003576279","48192.295000001788139"
"SCH_0362","P.S. 238 Anne Sullivan","school","NYC_School_Points","-73.964585999999997","40.608801000000000","1","1","302997.242700003087521","49096.671999998390675"
"SCH_0363","Mark Twain I.S. 239 for the Gifted & Talented","school","NYC_School_Points","-73.992446999999999","40.578640000000000","0","0","300639.628200002014637","45746.817899998277426"
"SCH_0364","P.S. 253","school","NYC_School_Points","-73.961962000000000","40.580236999999997","0","0","303220.691600002348423","45924.830600000917912"
"SCH_0365","I.S. 281 Joseph B Cavallaro","school","NYC_School_Points","-73.993565000000004","40.594647999999999","0","0","300544.837499998509884","47524.442800000309944"
"SCH_0366","P.S. 288 The Shirley Tanyhill","school","NYC_School_Points","-73.992393000000007","40.574029000000003","0","0","300644.244900003075600","45234.783300001174212"
"SCH_0367","I.S. 303 Herbert S. Eisenberg","school","NYC_School_Points","-73.972009000000000","40.582518000000000","0","0","302369.959700003266335","46177.807000000029802"
"SCH_0368","P.S. 329 Surfside","school","NYC_School_Points","-73.995769999999993","40.574666000000001","0","0","300358.293799996376038","45305.500599998980761"
"SCH_0369","International High School at Lafayette","school","NYC_School_Points","-73.986312999999996","40.593027999999997","0","0","301158.739500001072884","47344.617800001055002"
"SCH_0372","Abraham Lincoln High School","school","NYC_School_Points","-73.968733000000000","40.582627000000002","0","0","302647.315499998629093","46190.004799999296665"
"SCH_0374","Edward R. Murrow High School","school","NYC_School_Points","-73.959141000000002","40.619670999999997","1","1","303457.495300002396107","50303.951299998909235"
"SCH_0375","John Dewey High School","school","NYC_School_Points","-73.981925000000004","40.588070000000002","1","0","301530.301500000059605","46794.116399999707937"
"SCH_0378","William E. Grady Career and Technical Education Hi","school","NYC_School_Points","-73.963763999999998","40.583263000000002","0","0","303067.982400000095367","46260.792500000447035"
"SCH_0380","Liberation Diploma Plus","school","NYC_School_Points","-73.985412999999994","40.576976000000002","0","0","301235.222099997103214","45562.111900001764297"
"SCH_0381","Brooklyn's Daily Discovery Pre-K Center","school","NYC_School_Points","-73.978093999999999","40.616486999999999","1","1","301853.834299996495247","49949.803599998354912"
"SCH_0382","J.H.S. 014 Shell Bank","school","NYC_School_Points","-73.938107000000002","40.593232000000000","0","0","305239.407099999487400","47369.031700000166893"
"SCH_0383","P.S. 052 Sheepshead Bay","school","NYC_School_Points","-73.940134999999998","40.588372000000000","0","0","305068.104299999773502","46829.226199999451637"
"SCH_0384","J.H.S. 078 Roy H. Mann","school","NYC_School_Points","-73.912914000000001","40.620536999999999","0","0","307368.997100003063679","50402.974399998784065"
"SCH_0385","P.S. 109","school","NYC_School_Points","-73.933098999999999","40.635841999999997","1","1","305659.724100001156330","52101.046500001102686"
"SCH_0386","P.S. 119 Amersfort","school","NYC_School_Points","-73.938732999999999","40.626038000000001","1","1","305183.867899999022484","51011.993400000035763"
"SCH_0387","P.S. K134","school","NYC_School_Points","-73.973179999999999","40.632145000000001","1","1","302269.130599997937679","51688.691899999976158"
"SCH_0388","P.S. 139 Alexine A. Fenty","school","NYC_School_Points","-73.965862000000001","40.641340000000000","1","1","302887.845499999821186","52709.984999999403954"
"SCH_0389","School of Science & Technology","school","NYC_School_Points","-73.954268999999996","40.632618999999998","1","1","303868.999499998986721","51741.990699999034405"
"SCH_0390","P.S. 193 Gil Hodges","school","NYC_School_Points","-73.950321000000002","40.622079999999997","1","1","304203.667000003159046","50571.848799999803305"
"SCH_0391","P.S. 194 Raoul Wallenberg","school","NYC_School_Points","-73.934162999999998","40.598069000000002","0","0","305572.865699999034405","47906.407200001180172"
"SCH_0392","P.S. 195 Manhattan Beach","school","NYC_School_Points","-73.943498000000005","40.580160999999997","0","0","304783.991499997675419","45917.234700001776218"
"SCH_0393","P.S. 197 - The Kings Highway Academy","school","NYC_School_Points","-73.951397999999998","40.612338999999999","1","1","304113.137699998915195","49490.090700000524521"
"SCH_0394","P.S. 198 Brooklyn","school","NYC_School_Points","-73.937083000000001","40.637600999999997","1","1","305322.550700001418591","52296.128600001335144"
"SCH_0395","P.S. 203 Floyd Bennett School","school","NYC_School_Points","-73.925731999999996","40.622107999999997","1","1","306284.240599997341633","50576.430100001394749"
"SCH_0396","P.S. 206 Joseph F Lamb","school","NYC_School_Points","-73.948453000000001","40.596876000000002","1","1","304363.373099997639656","47773.118200000375509"
"SCH_0397","P.S. 207 Elizabeth G. Leary","school","NYC_School_Points","-73.930485000000004","40.613981000000003","1","0","305882.786100000143051","49673.622600000351667"
"SCH_0398","P.S. 217 Colonel David Marcus School","school","NYC_School_Points","-73.966442000000001","40.633482000000001","1","1","302839.117799997329712","51837.358199998736382"
"SCH_0399","P.S. 222 Katherine R. Snyder","school","NYC_School_Points","-73.939205000000001","40.614004999999999","1","1","305144.859700001776218","49675.738800000399351"
"SCH_0400","J.H.S. 234 Arthur W. Cunningham","school","NYC_School_Points","-73.955217000000005","40.604447000000000","1","1","303790.397299997508526","48613.537599999457598"
"SCH_0401","P.S. 236 Mill Basin","school","NYC_School_Points","-73.912004999999994","40.615493999999998","0","0","307446.475599996745586","49843.042300000786781"
"SCH_0402","Andries Hudde","school","NYC_School_Points","-73.946836000000005","40.623787999999998","1","1","304498.432099997997284","50761.690000001341105"
"SCH_0403","P.S. 245","school","NYC_School_Points","-73.962743000000003","40.644927000000003","1","1","303151.511399999260902","53108.418699998408556"
"SCH_0404","P.S. 251 Paerdegat","school","NYC_School_Points","-73.923894000000004","40.631950000000003","1","1","306438.811800003051758","51669.487300001084805"
"SCH_0405","P.S. 254 Dag Hammarskjold","school","NYC_School_Points","-73.951549999999997","40.591102999999997","0","0","304101.578699998557568","47131.896800000220537"
"SCH_0406","P.S. 255 Barbara Reing School","school","NYC_School_Points","-73.955890999999994","40.604461000000001","1","1","303733.351499997079372","48615.063299998641014"
"SCH_0407","P.S. 277 Gerritsen Beach","school","NYC_School_Points","-73.927850000000007","40.595798000000002","0","0","306107.434399999678135","47654.641399998217821"
"SCH_0408","J.H.S. 278 Marine Park","school","NYC_School_Points","-73.938721000000001","40.606744999999997","1","0","305186.381899997591972","48869.567999999970198"
"SCH_0409","P.S. 312 Bergen Beach","school","NYC_School_Points","-73.909554000000000","40.622441999999999","0","0","307653.088500000536442","50614.806699998676777"
"SCH_0411","P.S. 326","school","NYC_School_Points","-73.928250000000006","40.628416999999999","1","1","306070.608599998056889","51276.847399998456240"
"SCH_0412","P.S. 361 East Flatbush Early Childhood School","school","NYC_School_Points","-73.947671999999997","40.637625000000000","1","1","304426.778599999845028","52298.204500000923872"
"SCH_0414","Midwood High School","school","NYC_School_Points","-73.952355999999995","40.632829000000001","1","1","304030.828100003302097","51765.396800000220537"
"SCH_0415","James Madison High School","school","NYC_School_Points","-73.947660999999997","40.610498999999997","1","1","304429.508900001645088","49285.946800000965595"
"SCH_0416","Leon M. Goldstein High School for the Sciences","school","NYC_School_Points","-73.934449000000001","40.578355999999999","0","0","305550.295400001108646","45717.329599998891354"
"SCH_0417","Brooklyn College Academy","school","NYC_School_Points","-73.972312000000002","40.649054999999997","1","1","302341.971199996769428","53566.521400000900030"
"SCH_0418","Origins High School","school","NYC_School_Points","-73.936634999999995","40.593156999999998","1","0","305364.018899999558926","47360.792199999094009"
"SCH_0420","The Joan Snow Pre-K Center","school","NYC_School_Points","-73.966207999999995","40.630108999999997","1","1","302859.058499999344349","51462.804299999028444"
"SCH_0421","P.S. 889","school","NYC_School_Points","-73.971010000000007","40.644860999999999","1","1","302452.248300001025200","53100.825199998915195"
"SCH_0423","P.S. 041 Francis White","school","NYC_School_Points","-73.906925000000001","40.660454999999999","1","1","307871.052699998021126","54836.271899998188019"
"SCH_0424","P.S. 137 Rachel Jean Mitchell","school","NYC_School_Points","-73.916640999999998","40.682248000000001","1","1","307047.111900001764297","57255.501800000667572"
"SCH_0425","P.S. 150 Christopher","school","NYC_School_Points","-73.905140000000003","40.668768000000000","1","1","308021.002300001680851","55759.570500001311302"
"SCH_0426","P.S./ I.S. 155 Nicholas Herkimer","school","NYC_School_Points","-73.908681999999999","40.677633999999998","1","1","307720.482600003480911","56743.799199998378754"
"SCH_0427","P.S. 156 Waverly","school","NYC_School_Points","-73.917879999999997","40.665553000000003","1","1","306944.107600003480911","55401.464899998158216"
"SCH_0428","P.S. 165 Ida Posner","school","NYC_School_Points","-73.910938000000002","40.657060999999999","1","1","307532.074799999594688","54459.024599999189377"
"SCH_0429","P.S. 178 Saint Clair Mckelway","school","NYC_School_Points","-73.915336999999994","40.675379999999997","1","1","307158.086300000548363","56492.932900000363588"
"SCH_0430","P.S. 184 Newport","school","NYC_School_Points","-73.905004000000005","40.660384999999998","1","1","308033.511200003325939","54828.673000000417233"
"SCH_0431","The Gregory Jocko Jackson School of Sports, Art, a","school","NYC_School_Points","-73.907634000000002","40.666941999999999","1","1","307810.336199998855591","55556.572599999606609"
"SCH_0432","P.S. 298 Dr. Betty Shabazz","school","NYC_School_Points","-73.907718000000003","40.671014999999997","1","1","307802.756899997591972","56008.861200001090765"
"SCH_0433","P.S./I.S. 323","school","NYC_School_Points","-73.911278999999993","40.666187000000001","1","1","307502.210100002586842","55472.413300000131130"
"SCH_0434","P.S. 327 Dr. Rose B. English","school","NYC_School_Points","-73.911788000000001","40.668232000000003","1","1","307458.941299997270107","55699.461699999868870"
"SCH_0437","Christopher Avenue Community School","school","NYC_School_Points","-73.906018000000003","40.672215999999999","1","1","307946.352300003170967","56142.381999999284744"
"SCH_0438","Riverdale Avenue Community School","school","NYC_School_Points","-73.913507999999993","40.659618000000002","1","1","307314.450199998915195","54742.754700001329184"
"SCH_0439","Brooklyn Collegiate: A College Board School","school","NYC_School_Points","-73.912684999999996","40.674455999999999","1","1","307382.406000003218651","56390.545000001788139"
"SCH_0440","Frederick Douglass Academy VII High School","school","NYC_School_Points","-73.912102000000004","40.665568000000000","1","1","307432.687700003385544","55403.604800000786781"
"SCH_0441","Kappa V (Knowledge and Power Preparatory Academy)","school","NYC_School_Points","-73.906661999999997","40.655644000000002","1","1","307893.862599998712540","54302.047100000083447"
"SCH_0443","Brooklyn Landmark Elementary School","school","NYC_School_Points","-73.910719000000000","40.680678999999998","1","1","307547.922499999403954","57081.761399999260902"
"SCH_0445","Eagle Academy for Young Men II","school","NYC_School_Points","-73.915105999999994","40.678123999999997","1","1","307177.321299999952316","56797.666200000792742"
"SCH_0451","P.S./I.S. 045 Horace E. Greene","school","NYC_School_Points","-73.910430000000005","40.686424000000002","1","1","307571.702200002968311","57719.754999998956919"
"SCH_0452","P.S. 075 Mayda Cortiella","school","NYC_School_Points","-73.921335999999997","40.693261000000000","1","1","306649.108699999749660","58478.102899998426437"
"SCH_0453","P.S. 086 The Irvington","school","NYC_School_Points","-73.917804000000004","40.700595000000000","1","1","306946.882799997925758","59292.801699999719858"
