scenario_id,time_scenario,hazard_scenario,p,solver_status,objective,weighted_mean_distance,weighted_p90_distance,max_distance,runtime_seconds,selected_shelter_count,feasible_candidate_count,model_objective,objective_recalculation_difference,selected_shelter_changes,baseline_shelters_invalidated,baseline_shelters_replaced,HCC_percent
Morning_baseline_p10,Morning,baseline,10,OPTIMAL,1654.034470174065,1654.034470174065,2778.388049849023,6232.531517974027,0.5731632999995782,10,438,1654.0344701740646,4.547473508864641e-13,0,0,0,0.0
Morning_moderate_p10,Morning,moderate,10,OPTIMAL,1657.730253213732,1657.730253213732,2778.388049849023,6232.531517974027,0.30736869999964256,10,394,1657.730253213732,0.0,2,1,1,0.22344050902869736
Morning_strict_p10,Morning,strict,10,OPTIMAL,1661.8049093823213,1661.8049093823213,2909.277023990917,5281.034875007544,0.2911124000002019,10,379,1661.8049093823208,4.547473508864641e-13,4,1,2,0.4697870176453146
Evening_baseline_p10,Evening,baseline,10,OPTIMAL,1591.6582666405716,1591.6582666405716,2883.3309864351017,5668.809001333078,0.4444917999990139,10,438,1591.6582666405718,2.2737367544323206e-13,0,0,0,0.0
Evening_moderate_p10,Evening,moderate,10,OPTIMAL,1597.8829172404976,1597.8829172404976,2883.3309864351017,5281.034875007544,0.3957250000003114,10,394,1597.8829172404978,2.2737367544323206e-13,2,1,1,0.39107958852650243
Evening_strict_p10,Evening,strict,10,OPTIMAL,1597.8829172404976,1597.8829172404976,2883.3309864351017,5281.034875007544,0.37026739999964775,10,379,1597.8829172404978,2.2737367544323206e-13,2,1,1,0.39107958852650243
Night_baseline_p10,Night,baseline,10,OPTIMAL,1532.3265510238527,1532.3265510238527,2823.905249594469,5668.809001333078,0.3160459999999148,10,438,1532.326551023853,2.2737367544323206e-13,0,0,0,0.0
Night_moderate_p10,Night,moderate,10,OPTIMAL,1539.248222065436,1539.248222065436,2823.905249594469,5281.034875007544,0.31429860000025656,10,394,1539.2482220654363,2.2737367544323206e-13,2,1,1,0.45170992024894757
Night_strict_p10,Night,strict,10,OPTIMAL,1539.248222065436,1539.248222065436,2823.905249594469,5281.034875007544,0.27644669999972393,10,379,1539.2482220654363,2.2737367544323206e-13,2,1,1,0.45170992024894757
